reviewer_name,review_content,full_review_link,rating,review_time_information,reply_from_owner,reply_text
S. Müller,Das Zimmer des Hotels war sehr geräumig und größtenteils auch sauber. Dass am Morgen relativ viel Lärm auf den Straßen ist muss man so hinnehmen. Leider haben wir mit dem Personal an der Rezeption keine guten Erfahrungen &,https://goo.gl/maps/neawgnmgJ7n451VDA,2,vor 2 Jahren,False,
Rumi B.,Ich habe einen Gutschein für diese Location geschenkt bekommen. Also dachte ich mir buche ich eine Massage und lass mir den Ort mal zeigen. Ich bin positiv überrascht: &,https://goo.gl/maps/e4FNrGnMxkADAy327,5,vor einem Jahr,True,Rumi - wir haben uns sehr gefreut dass Du unseren Club besucht hast. Es ist schön zu lesen dass dieser Gutschein sich so sehr für dich gelohnt hat und wir dir einen tollen Tag bereiten konnten. Wir hoffen doch sehr dich bald in unserer Mitte als Mitglied begrüßen zu dürfen. Wir würden uns freuen beste Grüße Sandra Schmalzried GM Aspria Berlin
Hugo Parugo,Das Aspira ist einer der hochpreisigeren Fitness- und Sportlocations in Berlin. Es gehört meines Erachtens in eine Reihe mit Holme's Place und David Lloyd Meridian Berlin Spandau Arcaden. Das angeschlossene Hotel lasse ich aus der &,https://goo.gl/maps/JYxRTE5hLieQcNYw5,4,vor 11 Monaten,True,Herr Parugo herzlichen Dank dass Sie sich die Zeit genommen haben. Wir freuen uns sehr über die Rückmeldung Ihrer Eindrücke und schätzen es sehr dass unser ganzheitliches Konzept (große Vielfalt an Fitness mit zusätzlicher Wellnessmöglichkeit) Ihnen eine Weiterempfehlung wert ist. Bis dahin freuen wir uns erstmal auf viele weitere Besuche von Ihnen Sandra Schmalzried General Manager
Heike Bö,Ich fange mal mit dem Positiven an denn es gab nicht viel positives. Die Zimmergröße und Ausstattung hat uns gut gefallen. Der Pool war auch ganz OK. Nutzung des Spa- und Fitnessbereichs inklusive. &,https://goo.gl/maps/injPyxUCG7P6aUc66,2,vor einem Jahr,False,
Melissa. Swz,Von 3 Zimmer waren drei schmutzig - Haare in der Dusche Waschbecken und auf dem Boden. - Stühle waren komplett befleckt &,https://goo.gl/maps/nRChSmaUKUxzjzQw9,1,vor einem Jahr,False,
Sara Böning,Leider nicht sehr empfehlenswert für Hotelgäste. Bei Ankunft hat das einchecken lange gedauert weil dort unterschieden wurde in Hotelgäste und Clubgäste. Die Zimmer sind sehr schön eins von beiden war aber leider sehr dreckig wurde &,https://goo.gl/maps/Aix67mFHWEgPvr558,2,vor einem Jahr,False,
ben_there_ben_that,Immer freie Geräte und ein super schönes Schwimmbad,https://goo.gl/maps/kAgxHGGjT745igyH6,5,vor einem Monat,True,Vielen Dank Ben...unser Ziel ist es mit unserer großen Sportvielfalt immer die Möglichkeit zu geben freie Geräte freie Kurse und genügend Platz in unserem Club zu finden um seinem Lieblingssport nachzugehen. Wir wünschen weiterhin viel Spaß Fitness und Entspannung bei uns beste Grüße Sandra Schmalzried General Manager Aspria Berlin
DLZ N.,Unsere Familie ist seit über 10 Jahren Mitglied hier. Unverändert schönes Ambiente gut gewartete vielseitige Geräte und ein breites Kursangebot sind hervorzuheben. Auch der Wellness-Bereich ist sehr gepflegt sauber und ästhetisch. &,https://goo.gl/maps/WdNyeKG5e6HmrGbX6,4,vor einem Jahr,False,
Lisa M.,Tolles Hotel mit sehr freundlichem zuvorkommendem Personal. Sehr schick eingerichtet toller Fitness- Sauna- und Wellnessbereich. Das Frühstück war auch sehr lecker und die Lage des Hotels ist ebenfalls gut. Sehr zu empfehlen.,https://goo.gl/maps/99P7so5dMrifz5i27,5,vor 11 Monaten,True,Sehr geehrte Frau Munsch zu lesen dass wir Sie mit unserem Konzept Angebot und Engagement glücklich machen konnten ist auch für uns immer wieder eine Wohltat. Herzlichen Dank für Ihr Feedback Sandra Schmalzried General Manager
Edi The Coach,Gutes Hotel v.a. für graue Herbst-und Wintertage da viel Sport(Fitness+Schwimmen) Spa/Wellness-Angebot. Hier steht Sport Spa im Vordergrund und hier ist das Aspria richtig gut ausgestattet. D.h. hierher kommen auch Nicht-Hotelgäste auf &,https://goo.gl/maps/3K61FsqTCci8DpXMA,3,vor einem Jahr,False,
Jana M,Fitness Wellness und Pool all inklusive. Super kompetentes und freundliches Personal. Top,https://goo.gl/maps/zyRgqR96KMBdJF7A8,5,vor 6 Monaten,True,Wir freuen uns dass Du einen tollen Tag im Aspria Berlin hattest. Herzlichen Dank für deine Zeit und das schöne Feedback Sandra Schmalzried General Manager Aspria Berlin
Jakob Jakobowski,Beste Unterkunft in der Nähe der Messe/Olympiastadions. Tolle Zimmer leckeres Frühstück sehr nettes Personal und vom Gym Spa Bereich &,https://goo.gl/maps/n2Z2mde2m1a8xXYa7,5,vor einem Jahr,True,Jakob Vielen Dank für die schönen Worte und das Lob. Vielen Dank dass ihr unsere Gäste wart. Bis bald Sandra Schmalzried GM Aspria Berlin
Ale X,Ein schönes Hotel mit dem Schwerpunkt Fitness und Spa. Komme gerne wieder,https://goo.gl/maps/docPK5pzGneD6PZJ8,5,vor 5 Monaten,True,Wir freuen uns auf den nächsten Besuch und hoffen dass auch dann wieder genug Zeit ist um Sport Wellness und Atmosphäre zu genießen. Herzlichen Gruß Sandra Schmalzried General Manager Aspria Berlin
Markus Meister,Eines meiner absoluten Lieblingshotels in Berlin mit kostenfreiem Fitness-Center Pool und Sauna (mit langen Öffnungszeiten am Abend). ý &,https://goo.gl/maps/r5EeM2ry1xKUSkUC7,5,vor einem Jahr,True,Sehr geehrter Herr Meister herzlichen Dank für dieses schöne Feedback. Wir freuen uns sehr wenn der Service den wir bieten so gut angenommen wird und auch ankommt. Definitiv ist die sportliche Komponente des Aspria Wellbeing Clubs unser Aushängeschild und freuen uns wenn unsere Hotelgäste dies auch nutzen während des Aufenthalts. Mit herzlichen Grüßen Sandra Schmalzried General Manager Aspria Berlin
Christian Gregor,Ich bin schon einige Jahre dort Mitglied. Es ist ein sehr großes Haus mit sehr vielen tollem Möglichkeiten' einen Pool dort und im ganzen Haus viele Kurse' &,https://goo.gl/maps/K9T8Mk7AyRZorNyR9,5,vor 2 Jahren,False,
Mike Borth,Seit Jahren mein Klub. Sehr sauber und das Team nett und zuvorkommend. Ich liebe den Spa Bereich,https://goo.gl/maps/6TvC89ujx9rhj5kF6,5,vor 6 Monaten,True,Mike Dankeschön Wir sind glücklich wenn Du glücklich bist Auf viele weitere Jahre Sandra Schmalzried General Manager Aspria Berlin
Erwin Janzen,Das Hotel ist super. Die Gäste gingen teilweise garnicht Ist ein Sport/Fitness/Wellness Hotel dementsprechend sind die Leute. Zum Frühstück eher gesund als lecker...,https://goo.gl/maps/VHFQu5WDycUDWZPt9,4,vor einem Jahr,False,
berlin young,Der beste Fitness Tempel Berlins ich halte mich mehr als 18 Jahre dort fit. Viele Kurse ein großer Pool tolle Trainer und sehr nettes Publikum in allen Altersgruppen  es tut sooo gu &,https://goo.gl/maps/VVkKFPTuNX2NtiRM8,5,vor einem Jahr,True,Oh WOW - vielen lieben Dank Auf die nächsten 18 Jahre mit Dir bei uns im Aspria. Mit den besten Grüßen Sandra Schmalzried GM
Kai Kummert,Sport Spa und Wellness auf 5 Etagen Schwimmbad umfangreiches Kursangebot toller Service freundlich und hilfsbereit gute Hygiene. Internationales Publikum und manchmal etwas voll nicht nur im Schwimmbad.,https://goo.gl/maps/NRXb1hArWmU2fccT9,5,vor 11 Monaten,True,Herr Kummert Danke Uns bedeutet es viel zu lesen dass unsere Arbeit Engagement und Wellbeing Konzept so gut bei Ihnen ankommt. Wir bleiben stetig dran dies so fortzuführen. Trotz und/oder wegen der momentanen Maßnahmen Ihnen einen sicheren Ort zum Entspannen zu bieten. Beste Grüße Sandra Schmalzried General Manager
K. Hartmann,Ein wirklicher Fitnesstempel. Von Krafttraining über Ausdauer oder Entspannung in der Sauna und auf der Dachterrasse. Alles ist vorhanden...und super kompetente Trainer.,https://goo.gl/maps/4QqjzGREoqsGHyna6,5,vor 9 Monaten,False,
Mario Kratschmann,Wir haben für 3 Nächte übernachtet und waren mit einigen Sachen zufrieden aber auch sehr unzufrieden Wie zum Beispiel am Tag unserer Anreise wird man direkt unhöflich empfangen und es wird einem nicht entgegen gekommen mit zum Beispiel &,https://goo.gl/maps/sYNPZUuXzuWhZoQcA,3,vor 3 Jahren,True,Lieber Mario wir danken Ihnen für ihr Feedback und die Bewertung unseres Clubs. Danke dass Sie sich die Zeit dafür genommen haben. Ihre angemerkten Kritikpunkte haben wir gern bereits im Team geteilt und werden dort unser Bestes geben unseren Service dahingehend zu verbessern. Es freut uns dass Ihnen aber unsere Zimmer unsere Lage sowie unsere Fitness- und Wellnessmöglichkeiten so gut gefallen haben. Da wir durchgehend bemüht sind die Erfahrung unser Besucher zu verbessern würden wir uns freuen wenn Sie weitere Informationen mit uns teilen könnten. Für zusätzliche Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung : 030 890 6888 68/ resbe aspria.de. Wir würden uns sehr freuen wenn Sie uns bald wieder besuchen kommen. Mit freundlichen Grüßen Ihr Aspria Team
Daniel Anczok,Ich bin seit 4 Monaten Mitglied und schwer begeistert -> die Kurse sind überragend die Anlage sauber das Personal freundlich und einige Mitglieder wurden schon zu Freunden. &,https://goo.gl/maps/76brYthy9maQEoGe8,5,vor 3 Jahren,True,Lieber Daniel wir danken Ihnen für die hervorragende Bewertung unseres Clubs. Wir freuen uns sehr dass Ihnen Aspria so großartig gefällt. Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten stehen wir Ihnen unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68. Mit freundlichen Grüßen Ihr Aspria Team
alanahnates,Beste Gegend Berlins Bester Club Berlins Parkhaus vorhanden. Draußen so gut wie nie Parkplätze zu bekommen. Der Club selber ist hervorragend es gibt alles was man braucht und noch viel mehr Die hohe Monatsgebühr ist es auf jeden Fall wert das Klientel ist entsprechend gehoben. Ich kann das Aspria nur sehr empfehlen.O &,https://goo.gl/maps/H2XpqxaLHoj4aA7r9,5,vor 3 Jahren,False,
Frederic,Dieses Hotel ist einfach eine geballte Packung an Gesundheit. Ich könnte mir vorstellen besonders Menschen mit Übergewicht können hier nach 7 Tagen mit 10 Kilo weniger herausgehen. Fitnesstraining Fitnesskurse Schwimmen im Pool Sauna und guter Schlaf immer im Wechsel diese Einrichtung macht es so einfach.,https://goo.gl/maps/U3QJtSFVk8mPV1d37,5,vor 3 Jahren,False,
Martin S.,Einfach Super freundliches Team und super ausgestattet. Die Sauna Landschaft macht Spaß und zusätzlich werden hier auch Ruheräume angeboten. Ein Schwimmbad ist sehr schön. Leider sind Termin am Wochenende für nicht Mitglieder nicht möglich (Beratung und Probetraining).,https://goo.gl/maps/r9JqU2jhnxFcSWXU7,4,vor 4 Jahren,True,Lieber Martin S. vielen Dank für Ihr Feedback und das Lob an unsere Mitarbeiter. Wir freuen uns sehr dass sie Ihre Aufenthalte durch unser breitgefächertes Angebot so gut genießen können. Kontaktieren Sie uns oder sprechen Sie gern unser Rezeption Team vor Ort bezüglich Tageskarten für Gäste an. Wir freuen uns Sie bald wieder bei uns im Club begrüßen zu dürfen. Herzliche Grüße Ihr Aspria Team
Maximilian,Sehr schönes und geräumiges Premium Fitnessstudio welches leider über die vergangenen zwei Jahre ein deutlich schlechteres Kursangebot (vor allem qualitativ) bekommen hat sowie insbesondere einen sehr schlechten Kundenservice hat.,https://goo.gl/maps/VdWNubH8feSP83p76,3,vor 8 Monaten,False,
Thomas Tovote,Der Sport Club und die Kurse sind Mega und super. Das Hotel ist eher ein hostile und die Rezeption und alles eine große Katastrophe. &,https://goo.gl/maps/GoBG5w3BeLv8yzPQ8,1,vor 3 Jahren,True,Lieber Thomas wir bedanken uns für die Bewertung unseres Clubs. Es tut uns leid zu hören dass Sie mit unserem Hotelbereich nicht zufrieden waren. Wir nehmen Ihre Kritikpunkte dankend an um unseren Service schnell zu verbessern. Wir würden uns dennoch sehr freuen wenn Sie uns zu einem anderen Zeitpunkt nochmal besuchen kommen um Sie von einem besseren Service überzeugen zu können. Für weitere Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung : resbe aspria.de/ 030 8906888 79. Mit freundlichen Grüßen Ihr Aspria Team
Corinna Wagner,"Die Lage und die Zimmer in dem ""Hotel"" sind klasse. Ich würde es aber eher als Fitnesscenter mit Hotelzimmern bezeichnen. Die Mitglieder dort mögen das Konzept ja toll finden ich nicht. Zu den Zimmern gelangt man durch ein Schwimmbadkreuz &",https://goo.gl/maps/sE8C7Ai6Lx1oQ2MW6,2,vor 4 Jahren,True,Liebe Corinna wir danken Ihnen sehr dass Sie zu Gast in unserem Haus waren und dass Sie sich die Zeit genommen haben um uns ein so umfangreiches Feedback zu hinterlassen. Es freut uns sehr dass Sie mit unserer Lage sowie mit unseren Zimmern so zufrieden waren. Tatsächlich ist es so dass wir ein exklusiver Mitgliederclub im Bereich Fitness Wellness sind. Dass für unsere Hotelgäste die wirklich nur für die Übernachtung da sind schnell der Eindruck vermittelt wird dass wir in erster Linie ein Club und nur in zweiter Linie ein Hotel sind ist durchaus verständlich. Bei den meisten unserer Gäste kommt jedoch genau dieses umfassende Konzept sehr gut an. Dass dies bei Ihnen nicht der Fall war ist sehr bedauerlich. An der Optimierung unserers Frühstücksbuffets sind bereits auf Hochtouren dran. Zum neuen Jahr wird es ein verbessertes Frühstückskonzept geben. Ihre Kritik zur Aufmerksamkeit des Personals haben wir gern intern geteilt und werden diese anhnad von internen Schulungen trainieren. Wir würden uns dennoch sehr freuen wenn Sie uns eines Tages erneut besuchen kommen - sei es als Club- oder als Hotelgast. Für jegliche Fragen und Wünsche stehen wir Ihnen gern zur Verfügung. Herzliche Grüße Ihr Aspria Team
Marco Thormann,Sehr elegantes sauberes freundliches und gut ausgestattetes Hotel. Fitness Schwimmen Sauna Massage Restaurant Hotel und Kinderbetreuung. Alles unter einem Dach. &,https://goo.gl/maps/TbDtDyohPrCa19v7A,5,vor 6 Jahren,False,
Zivorad Acimovic,Das Fitness ist etwas schmuddelig und bei der Tour sieht man nichts wirklich.,https://goo.gl/maps/CRcUh6gaAaW65c5h7,3,vor 5 Monaten,False,
Beate S.,Kursangebot ist sehr gut - die meisten Trainer auch. Schwimmbad ist gut und geräumig. Umkleidekabinen sind leider sehr abgenutzt ( zumindest die Frauenkabinen). Das &,https://goo.gl/maps/bQiQPwdqu3camGXc6,2,vor 3 Jahren,True,Sehr geehrte Frau Breitmacher wir danken Ihnen dass Sie sich die Zeit genommen haben den Club zu bewerten. Da wir durchgehend bemüht sind die Erfahrung unser Besucher zu verbessern freuen wir uns über Ihr kontruktives Feedback und leiten es an die jeweiligen Abteilungen weiter. Für zusätzliche Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung : +49 30 890 6888 68/ berlin_mail aspria.de. Mit freundlichen Grüßen Ihr Aspria Team
Elena C.,Ich hatte mir wesentlich mehr von dem Haus versprochen. Ich war vier Nächte dort und musste feststellen dass es eher ein Fitnessstudio ist als Hotel. Es beginnt mit nervigem Passieren eines Drehkreuzes wie im Schwimmbad. Um zu den Zimmern &,https://goo.gl/maps/x3rw7zJXbK6zvfD4A,2,vor 4 Jahren,True,"Liebe Elena Vielen Dank dass Sie bei uns zu Gast waren und dass Sie sich die Zeit genommen haben uns ein Feedback dazulassen. Ihre Kritikpunkte haben wir uns sehr zu Herzen genommen. Das hilft uns sehr unseren Club und unseren Service stetig zu verbessern. Tatsächlich sind wir ein Club der alles in einem beinhaltet: Fitness SPA Wellness sowie Hotelzimmer. Dass also alles ineinander übergeht und gefühlt miteiner ""verschmilzt"" ist Teil unseres Konzeptes und wird von der Mehrheit der Gäste und Clubmitglieder sehr geschätzt. Dass Ihnen das Badezimmer nicht sehr sauber und reparaturbedürftig erschien haben wir direkt intern kommuniziert und wir werden in den kommenden Wochen alle Bäder prüfen und nach und nach ausbessern. Den Kritikpunkt mit der schwierigen Publikumssituation in unserem Saunabereich haben wir ebenfalls intern besprochen und versuchen durch unsere Wellbeing-Mitarbeiter verstärkt darauf zu achten dass sich Frauen nicht unangenehm beobachtet fühlen. Dieser Umstand tut uns sehr leid und sollte so defintiv nicht vorkommen. Wir würden uns dennoch sehr freuen Sie bald wieder in unserem Club begrüßen zu dürfen um Ihnen als Entschuldigung etwas Gutes tun zu dürfen. Für eine neue Buchung sind wir gern persönlich behilflich. Zögern Sie nicht uns direkt zu kontaktieren. Herzliche Grüße Ihr Aspria Team"
Janos Hielscher,Eine tolle und stilvolle Innenausstattung der Zimmer und des gesamten Hotels super nettes Personal und ein gut ausgestatteter Sport- und Wellnessbereich. Sehr empfehlenswert.,https://goo.gl/maps/LX517rz2JqLNkQ5B8,5,vor einem Jahr,True,Herzlichen Dank für die tolle Rückmeldung Mit den besten Grüßen Sandra Schmalzried General Manager Aspria Berlin
Hermann Wulf,Mehr Fitnessstudio weniger Hotel. Meine Partnerin und ich habe insgesamt drei Nächte im November2018 im Hotel Aspria Berlin Ku'damm verbracht. Leider musste ich feststellen dass der &,https://goo.gl/maps/4KQdg8CoKwzSf3PDA,2,vor 4 Jahren,True,Lieber Herr Wulf wir danken Ihnen sehr dass Sie zu Gast in unserem Club waren und dass Sie sich die Zeit genommen haben um uns ein so umfangreiches Feedback zu hinterlassen. Zunächst einmal freut es uns dass Sie im Großen und Ganzen recht zufrieden waren: sei es mit Zimmerausstattung als auch mit unserem Wellnessangebot. Tatsächlich ist es so dass wir ein exklusiver Mitgliederclub im Bereich Fitness Wellness sind. Wir sind sehr stolz mittlerweile über 6.000 Mitglieder in unserem Berliner Club zu wissen. Dass für unsere Hotelgäste die wirklich nur für die Übernachtung da sind schnell der Eindruck vermittelt wird dass wir in erster Linie ein Club und nur in zweiter Linie ein Hotel sind ist durchaus verständlich. Bei den meisten unserer Gäste kommt jedoch genau dieses umfassende Konzept sehr gut an. Dass dies bei Ihnen nicht der Fall war ist sehr bedauerlich. Ihr Feedback zu den genannten Punkten wie Öffnungszeiten Drehkreuz Service etc. haben wir gern bereits intern kommuniziert. Wir werden uns diesen Punkten gern annehmen und so gut es geht diese verbessern. Wir würden uns dennoch sehr freuen wenn Sie uns eines Tages erneut besuchen kommen - sei es als Club- oder als Hotelgast. Für jegliche Fragen und Wünsche stehen wir Ihnen gern zur Verfügung. Herzliche Grüße Ihr Aspria Team
